text,airline_sentiment
@USAirways My Flight Booking Problems C68LD9 just times out when I select it under Manage My Flight Booking Problems for months now. I have emailed but no response. Help?,negative
@SouthwestAir why are yall trying to fly me to Chicago when I don't live there?! Send me home now!!!! Bullshit ass customer service,negative
@USAirways 1917. Still sitting here. Feels badly handled.,negative
@AmericanAir I FOUND MY FOOTAGE!! :D I am so so happy.,positive
@JetBlue Thx for the quick response .... yep I tried- but it can't find the flight when I Input the Confirmation #,positive
@USAirways  Interesting you forward compliments but never complaints!  World's worst airline #GoingForGreatnessFAIL,negative
@AmericanAir I have been trying to get through to someone about my Cancelled Flightled flight tomorrow for over 4 hours.,negative
@united I am impressed with your super-fast reply to @CGJase,positive
@AmericanAir this merger with @USAirways @usairwis a cluster of inefficiency and misinformation.  When is it going to be done?,negative
@united that's brilliant Thankyou so much. Is it classed as part of carryon?,positive
@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4,neutral
@SouthwestAir Please bring back RDU to FLL direct route!  I noticed it is missing starting in Late Flight August!  The flights are always packed!,neutral
@USAirways is anything being done to make Flight Attendants aware of AA member benefits? Embarrassing being argued with. Just happened.,negative
@united My flight was Cancelled Flighted and I'm needing some help reFlight Booking Problems.,negative
@JetBlue yes I do. I will get you exact data. Your download is fine it's your upload bandwidth and ping that are the issue. Ping especially,negative
@AmericanAir then taxi across dfw airport for 20 min to then state 75 min past departing from gate that we need deiced? Wow. Uncool &amp; untrue,negative
@united YOU GUYS ARE HORRIBLE.,negative
@united not for me.  I am on another Ua flight 2 gates down that was held 15 mins for cnx pax.,negative
"@AmericanAir already did- reply was ""sorry. we believe this to be fair."" as a journalist writing an article on my trip i will include this",neutral
@united @USAirways @AmericanAir @americanone one of you has my bag! Claim 4016688561 and i want it in MGA!!!! Now!!!,negative
@USAirways why would you board ppl on a plane b4 its their turn to de-ice? Why would you have ppl then wait through the hour long process?,negative
@JetBlue sure thing!,neutral
@SouthwestAir thank you! ❤️❤️❤️ you guys!,positive
@united system failure again = bad trend.  Software projects are like flying an airplane; there's no such thing as an emergency takeoff.,negative
"@AmericanAir wait times of 2 hours to talk with an exec plt agent, what is going on!!!",negative
@USAirways you're the only airline that's not open sooner. It's not a confidence booster.,negative
@AmericanAir My ticket was booked with AA with miles..... Sorry we sold you a ticket with a company we merged with but we can't fix it?,negative
@JetBlue Ever consider coming to Memphis?  Need some TrueBlue service and fares badly!!,neutral
@united please arrange someone at the arriving gate of flight 5957 to Chicago for either a refund or first class upgrade,neutral
"&lt;3 &lt;3 RT @SouthwestAir! @danihampton Sorry to hear about the WiFi connection, Dani. Please DM us your conf # so we can help you. Thanks!",negative
@united I need help with a missing bag.,negative
@united no thanks,neutral
@united Life goal: complete ✔️,positive
@JetBlue u suck!we have been sitting here for 9hrs because of ur negligence,negative
@JetBlue WELL...my paid tickets have NO assigned seats at all. So essentially I won't be on this flight unless I pay more.,negative
"@united just like clockwork, Friday afternoon flights from LAS to DEN running Late Flight. Why does this seem to happen so consistently #KeepIt100",negative
"That would be great! I never thought I'd be the sort who'd be into them, but it really makes the flying experience more bearable @JetBlue",positive
@SouthwestAir a nice trip back home after a looong vaca 😊🌴 http://t.co/9TRvfnCedL,positive
"@USAirways I know that, thanks. Evaluate further ;-) ... -Chairman",positive
"@united http://t.co/hj5kq82Chn, however, is completely under your control—the price was and still is displayed on http://t.co/hj5kq82Chn.",negative
@SouthwestAir k thanks :),neutral
@SouthwestAir Who can I contact about requesting a charity donation? #ThankYou,neutral
@united  flight 441 on 2/4 was delayed over three hours because the pilot never showed up!,negative
"@JetBlue I put it my ""to"" and ""from"" airports, click update and it tells me to put in my ""to"" and ""from"" airports.",negative
@SouthwestAir can you please DM me who I can speak with regarding my receipts and who I can email a presidential level complaint,negative
@united Can I get a follow? I fly with you for Christmas.,neutral
"@USAirways &gt;250k miles on usair.  Last four flights not good. Other airlines much improved. Billing issues, seats, legroom, in air service.",negative
@AmericanAir #horriblecustomerservice # rudestaff # incompetentmanagers,negative
@usairways Thanks so much for ruining my vacation. I really couldn't have done it without you.,negative
@united let me assure you my travel time is 4h2m not 5h2m #timezones #accuratetraveltimes #3rdtimethishashappened http://t.co/e0C9bI09cf,negative
@USAirways 4 great flights with no delays! Thank you!,positive
@JetBlue Yeah I have! I'm on it!! Looking for specific dates - I will just keep checking daily for a fare drop,neutral
@united thanks. Just was able to do it on the app myself. Still not customer service to be seen in YYZ,negative
"@united awesome. Thx. And thx for replying so damn fast, sure as hell beats 80s cheeze hold music!!",positive
@SouthwestAir flight 1028 no delayed 1.5 hours.  Another week another delayed flight,negative
@united funny I paid to check my bag and now flight 1086 is BEGGING folks to check bags for free 1 hour before flight. #notcool,negative
"@united: ""Left gate 5 minutes early."" 
My thoughts: ""That doesn't count if you sit on the Tarmac for a half hour."" #comeonpeople",negative
@AmericanAir you changed my AAdvantage travel plans &amp; I called 800-433-7300 to get help but it sea ur too busy &amp; hangs up on me. What gives?,negative
"@JetBlue well, your new baggage fees, fare structures and reduced legroom has turned you into every other hated carrier in the US. Congrats",negative
@SouthwestAir who should I contact about a missing Rapid Rewards credit?,neutral
@united follow me please this airline is beautifull ♥,positive
@USAirways @AmericanAir who runs the show at the airport have a boarding pass says us airways and I have to wait in American line #yousuck,negative
@SouthwestAir why can't i reschedule my flight online?,negative
@united will do. Just need to get CVG.... and my bag too. Thanks,positive
@AmericanAir Thank you.....you do the same!!,positive
@USAirways  you took the miles out of my account and told me that I could restore by paying $150 or opening a credit card,negative
@JetBlue I spent an hour on the phone with customer service only to find out that they can't help. Need help with family pooling asap.,negative
"@united it's 9:56, and the desk attendant stated we would ""sit awhile"" until given the all clear. Lack of communication seems to the norm.",negative
"@united This ALWAYS happens with you guys, and it makes traveling incredibly stressful and uncomfortable. Is that good business to you?",negative
"@AmericanAir You should be more timely with bags that missed a flight, people need their undies the next morning!",negative
@united Why have airlines always told us they can't open a cabin door once it has been closed?  This plane has done it 3 times tonight.,neutral
"@USAirways I’ve been on hold for 36 minutes now, any time you want to answer the phone that would be great.",negative
"@AmericanAir I need to be at work tomorrow at 8am, therefore that doesn't help.  Direct message faster than calling 800 number? #Backwards",negative
@AmericanAir Thank you.,positive
"@united to recap, you bounced me off my flight, LIED TO ME, then hung up on me. What am I supposed to think/do now?",negative
